TransactionID,TransactionAmount,TransactionDate,R1_HighAmount,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,R2_HighLoginAttempts,TimeSinceLastTxn,R3_VeryFrequent,R4_NewDeviceUsed,R5_NewLocationUsed,TotalFlags,R6_SuspiciousMerchant,Fraud_Label
TX001147,958.9,2023-07-04 16:30:15,1,AC00068,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,2024-11-04 08:06:56,0,-42219401.0,1,1,1,4,1,1
TX001461,377.97,2023-11-17 16:50:08,0,AC00068,Debit,Miami,D000195,138.87.180.254,M028,Online,72,Retired,160,1,2457.1,2024-11-04 08:11:04,0,-30468056.0,1,1,1,3,1,1
TX000111,1045.22,2023-11-22 16:13:39,1,AC00068,Debit,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9,2024-11-04 08:07:35,0,-30038036.0,1,1,1,4,1,1
TX002503,603.54,2023-04-21 16:22:38,0,AC00069,Debit,Albuquerque,D000321,112.86.148.212,M029,Online,44,Doctor,26,1,10517.47,2024-11-04 08:08:08,0,-48613530.0,1,1,1,3,1,1
TX000008,171.42,2023-05-08 17:47:59,0,AC00069,Credit,Indianapolis,D000500,92.214.76.157,M020,Branch,67,Retired,291,1,2796.24,2024-11-04 08:10:55,0,-47139776.0,1,1,1,3,1,1
TX002027,8.81,2023-05-22 16:57:30,0,AC00069,Debit,Dallas,D000462,35.67.21.23,M046,Online,57,Doctor,165,1,13523.65,2024-11-04 08:09:40,0,-45933130.0,1,1,1,3,1,1
TX001404,279.3,2023-06-22 17:28:02,0,AC00069,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,2024-11-04 08:07:20,0,-43252758.0,1,1,1,3,1,1
TX000373,157.37,2023-11-15 16:54:44,0,AC00069,Credit,Dallas,D000001,66.23.166.248,M014,Branch,42,Doctor,289,1,13964.31,2024-11-04 08:10:30,0,-30640546.0,1,1,0,2,1,1
TX002417,315.13,2023-12-05 16:04:34,0,AC00069,Debit,Omaha,D000171,107.248.120.12,M045,Branch,30,Engineer,143,1,6570.94,2024-11-04 08:07:21,0,-28915367.0,1,1,1,3,1,1
TX002120,82.01,2023-12-25 17:27:57,0,AC00069,Credit,Sacramento,D000447,210.98.198.143,M097,Branch,23,Student,156,1,287.46,2024-11-04 08:07:14,0,-27182357.0,1,1,1,3,1,1
TX002481,99.98,2023-03-30 16:52:05,0,AC00070,Credit,Washington,D000269,22.196.202.183,M093,Online,73,Retired,152,1,3037.97,2024-11-04 08:07:59,0,-50512554.0,1,1,1,3,1,1
TX001297,93.22,2023-04-07 17:11:35,0,AC00070,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04 08:09:41,0,-49820286.0,1,1,1,3,1,1
TX001932,31.19,2023-04-25 16:23:59,0,AC00070,Debit,Charlotte,D000410,93.160.83.196,M023,ATM,52,Engineer,74,1,5545.96,2024-11-04 08:09:33,0,-48267934.0,1,1,0,2,1,1
TX000004,184.5,2023-05-05 16:32:11,1,AC00070,Debit,Raleigh,D000187,200.13.225.150,M002,Online,26,Student,25,1,8569.06,2024-11-04 08:09:06,0,-47403415.0,1,1,1,4,1,1
TX001255,142.19,2023-06-15 18:28:50,0,AC00070,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,2024-11-04 08:09:44,1,-43854054.0,1,1,1,4,1,1
TX000219,890.24,2023-07-07 18:03:43,1,AC00070,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33,Engineer,161,1,5140.93,2024-11-04 08:07:32,0,-41954629.0,1,1,1,4,1,1
TX001004,156.58,2023-09-18 16:03:10,0,AC00070,Debit,Portland,D000079,48.31.196.24,M083,Branch,24,Student,160,1,8981.61,2024-11-04 08:09:39,0,-35654789.0,1,1,1,3,1,1
TX000443,293.97,2023-11-13 17:34:15,0,AC00070,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85,2024-11-04 08:08:57,0,-30810882.0,1,1,1,3,1,1
TX002360,717.36,2023-01-02 17:00:33,0,AC00071,Credit,San Diego,D000035,51.196.87.214,M020,Online,22,Student,138,1,514.88,2024-11-04 08:09:39,0,-58028946.0,1,1,1,3,1,1
TX001865,156.74,2023-02-24 18:22:31,0,AC00071,Debit,Oklahoma City,D000626,147.234.20.46,M010,ATM,70,Retired,136,1,4004.35,2024-11-04 08:08:30,0,-53444759.0,1,1,1,3,1,1
TX001773,78.91,2023-03-01 17:07:06,0,AC00071,Debit,Sacramento,D000619,141.241.241.128,M063,Online,61,Doctor,157,1,1817.43,2024-11-04 08:10:43,0,-53017417.0,1,1,1,3,1,1
TX000658,443.68,2023-04-25 18:58:32,0,AC00071,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2024-11-04 08:10:26,0,-48258714.0,1,1,1,3,1,1
TX002209,435.08,2023-07-24 16:01:27,0,AC00071,Debit,San Francisco,D000513,109.211.212.135,M038,Online,55,Engineer,78,1,2103.41,2024-11-04 08:11:15,0,-40493388.0,1,1,1,3,1,1
TX000686,119.3,2023-08-28 16:08:54,0,AC00071,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,1,-37468801.0,1,1,1,4,1,1
TX001885,451.31,2023-12-04 16:57:39,0,AC00071,Debit,Fort Worth,D000020,68.254.244.208,M046,ATM,62,Retired,166,5,2963.29,2024-11-04 08:07:38,1,-28998599.0,1,1,1,4,1,1
TX001248,1647.74,2023-12-25 17:41:30,1,AC00071,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,2024-11-04 08:09:29,0,-27181679.0,1,1,1,4,1,1
TX000448,73.28,2023-03-10 17:33:12,0,AC00072,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,2024-11-04 08:10:57,0,-52238265.0,1,1,1,3,1,1
TX002094,501.3,2023-05-22 18:27:37,1,AC00072,Credit,San Antonio,D000428,197.187.216.106,M020,Online,26,Engineer,146,1,8520.08,2024-11-04 08:08:07,0,-45927630.0,1,1,1,4,1,1
TX000151,69.4,2023-07-24 18:08:43,0,AC00072,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1,6452.77,2024-11-04 08:09:04,0,-40485621.0,1,1,1,3,1,1
TX001444,645.04,2023-12-22 17:08:55,1,AC00072,Debit,Memphis,D000515,10.191.172.154,M014,Branch,70,Retired,78,1,7361.47,2024-11-04 08:07:29,0,-27442714.0,1,1,1,4,1,1
TX000257,186.6,2023-07-04 16:27:23,0,AC00073,Debit,Washington,D000149,52.1.78.30,M037,Online,58,Doctor,13,1,1508.72,2024-11-04 08:06:24,0,-42219541.0,1,1,1,3,1,1
TX001881,257.18,2023-07-10 17:00:03,1,AC00073,Debit,Los Angeles,D000479,81.67.222.238,M010,Online,67,Doctor,28,1,13336.15,2024-11-04 08:10:15,0,-41699412.0,1,1,1,4,1,1
TX002402,953.17,2023-10-12 17:39:08,1,AC00073,Debit,Raleigh,D000114,115.96.94.156,M024,Online,60,Retired,84,1,3506.11,2024-11-04 08:08:48,0,-33575380.0,1,1,1,4,1,1
TX001867,31.06,2023-11-20 16:59:13,0,AC00073,Debit,Kansas City,D000308,41.0.10.107,M072,ATM,46,Doctor,61,1,11014.25,2024-11-04 08:07:24,0,-30208091.0,1,1,1,3,1,1
TX001249,406.81,2023-12-05 16:32:49,0,AC00073,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,2024-11-04 08:08:46,0,-28913757.0,1,1,1,3,1,1
TX000782,101.42,2023-04-25 17:00:15,0,AC00074,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1,6530.59,2024-11-04 08:12:22,0,-48265927.0,1,1,1,3,1,1
TX001377,278.23,2023-05-04 17:49:33,1,AC00074,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,2024-11-04 08:09:46,0,-47485213.0,1,1,1,4,1,1
TX000463,17.45,2023-09-13 16:41:19,0,AC00074,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,0,-36084500.0,1,1,1,3,1,1
TX000494,223.43,2023-02-08 17:59:42,0,AC00075,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,0,-54828596.0,1,1,1,3,1,1
TX001415,73.23,2023-06-23 16:41:27,0,AC00075,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,1309.85,2024-11-04 08:12:22,0,-43169455.0,1,1,1,3,1,1
TX002386,64.12,2023-08-10 17:12:55,0,AC00075,Credit,Indianapolis,D000013,218.238.171.184,M097,Branch,57,Doctor,222,1,1029.09,2024-11-04 08:09:39,0,-39020204.0,1,1,1,3,1,1
TX000103,83.24,2023-10-16 18:35:11,0,AC00075,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04 08:10:52,0,-33226541.0,1,1,1,3,1,1
TX001009,647.85,2023-12-04 16:31:42,1,AC00075,Debit,Omaha,D000574,97.106.5.76,M034,Branch,36,Doctor,121,1,13779.97,2024-11-04 08:09:34,0,-29000272.0,1,1,1,4,1,1
TX000241,177.08,2023-01-06 17:16:44,0,AC00076,Debit,Las Vegas,D000450,176.96.83.253,M014,Online,35,Doctor,85,1,13475.14,2024-11-04 08:12:21,0,-57682537.0,1,1,1,3,1,1
TX000909,366.43,2023-01-30 16:38:59,1,AC00076,Credit,Portland,D000069,40.244.94.218,M080,Online,21,Student,92,1,1560.45,2024-11-04 08:09:38,0,-55611039.0,1,1,1,4,1,1
TX002351,61.66,2023-02-10 16:34:00,0,AC00076,Debit,Sacramento,D000125,112.222.0.29,M085,ATM,26,Student,86,1,5705.4,2024-11-04 08:06:48,0,-54660768.0,1,1,1,3,1,1
TX001770,168.99,2023-05-01 18:38:15,0,AC00076,Debit,Baltimore,D000221,160.74.183.38,M078,ATM,18,Student,203,1,1523.57,2024-11-04 08:10:01,0,-47741506.0,1,1,1,3,1,1
TX002090,45.9,2023-07-04 18:55:57,0,AC00076,Debit,Columbus,D000565,221.169.49.152,M002,Branch,56,Engineer,264,1,5698.25,2024-11-04 08:07:45,0,-42210708.0,1,1,1,3,1,1
TX000831,324.04,2023-07-05 16:49:05,1,AC00076,Debit,Virginia Beach,D000642,101.120.142.50,M043,ATM,54,Retired,30,1,2248.06,2024-11-04 08:08:07,0,-42131942.0,1,1,1,4,1,1
TX001913,515.94,2023-12-22 16:42:33,1,AC00076,Debit,San Francisco,D000606,27.215.118.94,M049,ATM,29,Engineer,37,1,1389.89,2024-11-04 08:11:10,0,-27444517.0,1,1,1,4,1,1
TX002145,444.52,2023-04-04 16:11:34,0,AC00077,Debit,Louisville,D000540,214.67.148.245,M026,Online,27,Engineer,17,1,5424.6,2024-11-04 08:06:58,0,-50082924.0,1,1,1,3,1,1
TX000184,110.93,2023-04-07 16:38:15,0,AC00077,Credit,Virginia Beach,D000142,101.223.82.253,M036,Branch,19,Student,201,1,1952.35,2024-11-04 08:10:53,0,-49822358.0,1,1,1,3,1,1
TX000335,651.82,2023-04-14 17:59:43,1,AC00077,Debit,Indianapolis,D000280,138.181.222.38,M094,ATM,21,Student,166,1,1802.77,2024-11-04 08:07:02,0,-49212439.0,1,1,1,4,1,1
TX001359,20.62,2023-06-21 17:10:18,0,AC00077,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,2024-11-04 08:08:49,0,-43340311.0,1,1,1,3,1,1
TX000533,120.24,2023-08-28 16:52:22,0,AC00077,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,0,-37466158.0,1,1,1,3,1,1
TX000826,408.19,2023-12-15 16:48:08,0,AC00077,Debit,Mesa,D000369,19.20.13.234,M038,Branch,26,Engineer,241,1,6847.47,2024-11-04 08:08:29,0,-28048821.0,1,1,1,3,1,1
TX000611,424.7,2023-01-30 17:37:14,0,AC00078,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,2024-11-04 08:08:25,0,-55607471.0,1,1,1,3,1,1
TX002434,157.56,2023-04-11 17:06:47,0,AC00078,Debit,Indianapolis,D000550,63.82.133.139,M056,Branch,43,Doctor,159,1,7541.16,2024-11-04 08:07:45,0,-49474858.0,1,1,1,3,1,1
TX001331,614.03,2023-05-08 16:37:14,1,AC00078,Debit,Dallas,D000693,58.190.9.136,M086,ATM,68,Retired,51,1,2815.86,2024-11-04 08:08:12,0,-47143858.0,1,1,1,4,1,1
TX000779,567.92,2023-06-20 16:27:07,0,AC00078,Debit,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1,3779.47,2024-11-04 08:12:12,0,-43429505.0,1,1,1,3,1,1
TX001076,1156.18,2023-09-21 16:11:47,1,AC00078,Credit,Phoenix,D000022,40.45.69.120,M054,Online,52,Doctor,40,1,836.69,2024-11-04 08:11:37,0,-35395190.0,1,1,1,4,1,1
TX000836,16.73,2023-11-30 17:48:36,0,AC00078,Debit,Omaha,D000660,205.45.234.42,M022,Online,79,Retired,165,1,7591.13,2024-11-04 08:08:04,0,-29341168.0,1,1,1,3,1,1
TX001265,76.39,2023-01-13 17:19:33,0,AC00079,Debit,Denver,D000507,136.250.159.93,M019,Branch,18,Student,219,1,5976.0,2024-11-04 08:10:09,0,-57077436.0,1,1,1,3,1,1
TX001800,21.4,2023-02-13 16:14:00,0,AC00079,Credit,Kansas City,D000168,115.241.186.164,M009,Online,48,Engineer,129,1,8551.6,2024-11-04 08:12:21,0,-54403101.0,1,1,1,3,1,1
TX002390,301.39,2023-07-04 16:21:12,1,AC00079,Credit,Denver,D000375,82.75.200.117,M050,Online,47,Doctor,104,1,10548.58,2024-11-04 08:07:22,0,-42219970.0,1,1,0,3,1,1
TX002443,58.77,2023-07-13 16:35:37,0,AC00079,Debit,Memphis,D000238,137.135.250.168,M036,Online,27,Engineer,191,1,7261.7,2024-11-04 08:06:39,0,-41441462.0,1,1,1,3,1,1
TX001341,57.07,2023-08-25 16:30:02,0,AC00079,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,2024-11-04 08:11:35,0,-37726893.0,1,1,1,3,1,1
TX001093,176.37,2023-01-16 16:38:57,0,AC00080,Debit,Boston,D000501,129.102.184.189,M057,Branch,55,Retired,126,1,2420.86,2024-11-04 08:07:09,0,-56820492.0,1,1,1,3,1,1
TX000504,149.25,2023-04-10 16:38:45,0,AC00080,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,2024-11-04 08:07:41,0,-49562936.0,1,1,1,3,1,1
TX002070,63.76,2023-06-27 17:44:24,0,AC00080,Debit,San Antonio,D000211,134.222.122.238,M002,ATM,69,Retired,100,1,4980.26,2024-11-04 08:10:22,0,-42819958.0,1,1,1,3,1,1
TX002134,691.92,2023-07-10 16:37:18,1,AC00080,Debit,Boston,D000187,163.58.140.206,M010,Online,19,Student,61,1,1084.65,2024-11-04 08:12:13,0,-41700895.0,1,1,0,3,1,1
TX000438,165.25,2023-11-24 17:11:27,0,AC00080,Debit,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1,9939.94,2024-11-04 08:11:35,0,-29862008.0,1,1,1,3,1,1
TX001448,991.82,2023-12-04 16:16:19,1,AC00080,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1,3493.13,2024-11-04 08:10:11,0,-29001232.0,1,1,1,4,1,1
TX002093,287.51,2023-05-22 16:57:31,0,AC00081,Debit,El Paso,D000698,189.20.224.220,M016,Online,22,Student,255,1,187.65,2024-11-04 08:08:19,0,-45933048.0,1,1,1,3,1,1
TX001584,315.39,2023-05-26 16:52:33,1,AC00081,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1,929.6,2024-11-04 08:08:08,0,-45587735.0,1,1,1,4,1,1
TX002339,4.47,2023-08-14 16:20:49,0,AC00081,Debit,Baltimore,D000239,147.234.20.46,M033,Branch,27,Student,132,1,1381.75,2024-11-04 08:10:24,0,-38677775.0,1,1,1,3,1,1
TX002129,18.14,2023-02-17 18:46:59,0,AC00082,Credit,Milwaukee,D000579,99.205.173.118,M097,ATM,58,Retired,48,1,6020.85,2024-11-04 08:11:08,0,-54048249.0,1,1,1,3,1,1
TX000984,267.17,2023-08-24 16:56:36,1,AC00082,Debit,Seattle,D000638,161.177.41.214,M100,ATM,26,Student,170,1,1382.62,2024-11-04 08:07:54,0,-37811478.0,1,1,1,4,1,1
TX002096,436.77,2023-09-28 16:14:49,1,AC00082,Debit,Jacksonville,D000281,48.31.196.24,M075,ATM,20,Student,176,1,825.69,2024-11-04 08:09:11,0,-34790062.0,1,1,1,4,1,1
TX001022,377.08,2023-02-15 17:33:23,0,AC00083,Credit,Mesa,D000124,136.162.111.135,M090,Branch,26,Student,71,1,6430.86,2024-11-04 08:10:33,0,-54225430.0,1,1,1,3,1,1
TX001305,609.52,2023-07-28 16:03:27,1,AC00083,Debit,Washington,D000672,125.225.212.244,M076,ATM,78,Retired,169,1,3485.03,2024-11-04 08:08:19,0,-40147492.0,1,1,1,4,1,1
TX001527,224.79,2023-08-22 16:34:34,0,AC00083,Debit,Boston,D000208,3.11.254.2,M063,Online,18,Student,129,1,528.38,2024-11-04 08:10:25,0,-37985751.0,1,1,1,3,1,1
TX000899,1531.31,2023-10-23 18:00:29,1,AC00083,Debit,San Diego,D000319,91.204.200.167,M078,Online,18,Student,62,4,859.86,2024-11-04 08:06:40,1,-32623571.0,1,1,1,5,1,1
TX000810,8.65,2023-11-20 16:28:19,0,AC00083,Debit,Mesa,D000105,217.233.219.196,M060,ATM,68,Retired,198,1,4201.22,2024-11-04 08:11:35,0,-30210196.0,1,1,0,2,1,1
TX000557,2.03,2024-01-01 16:07:05,0,AC00083,Credit,Detroit,D000271,112.86.148.212,M012,ATM,33,Engineer,28,1,3012.31,2024-11-04 08:08:50,0,-26582505.0,1,1,1,3,1,1
TX000614,3.44,2023-01-19 17:24:30,0,AC00084,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2024-11-04 08:12:20,0,-56558870.0,1,1,1,3,1,1
TX002181,498.59,2023-10-23 18:41:35,1,AC00084,Debit,Philadelphia,D000553,143.212.47.226,M060,Online,57,Retired,138,1,2619.46,2024-11-04 08:11:11,0,-32621376.0,1,1,1,4,1,1
TX000015,166.99,2023-02-13 16:53:57,0,AC00085,Debit,Louisville,D000309,188.124.181.12,M017,Online,18,Student,134,1,299.93,2024-11-04 08:10:09,0,-54400572.0,1,1,1,3,1,1
TX001379,328.77,2023-04-03 17:59:23,1,AC00085,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,2024-11-04 08:09:57,0,-50163034.0,1,1,1,4,1,1
TX001898,702.87,2023-06-07 17:06:21,1,AC00085,Debit,Washington,D000352,216.31.34.238,M033,ATM,19,Student,184,1,1237.5,2024-11-04 08:11:14,0,-44550293.0,1,1,1,4,1,1
TX000119,407.65,2023-07-07 16:11:38,0,AC00085,Debit,Boston,D000544,98.255.160.110,M041,Online,26,Engineer,62,1,8346.64,2024-11-04 08:06:30,0,-41961292.0,1,1,1,3,1,1
TX002255,14.28,2023-09-15 17:03:44,0,AC00085,Debit,Phoenix,D000429,200.136.146.93,M059,ATM,23,Student,81,1,1597.51,2024-11-04 08:07:23,0,-35910219.0,1,1,1,3,1,1
TX000261,75.15,2023-09-18 17:31:23,0,AC00085,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1,1092.92,2024-11-04 08:11:00,0,-35649577.0,1,1,0,2,1,1
TX002262,340.13,2023-02-06 17:23:52,0,AC00086,Debit,Mesa,D000203,165.35.58.173,M029,Branch,24,Student,32,3,1149.74,2024-11-04 08:11:48,0,-55003676.0,1,1,1,3,1,1
TX000864,1137.63,2023-02-14 16:55:26,1,AC00086,Debit,Baltimore,D000494,213.207.62.176,M074,ATM,26,Student,144,1,1629.12,2024-11-04 08:08:03,0,-54313957.0,1,1,1,4,1,1
TX000566,29.38,2023-02-15 16:30:09,0,AC00086,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,2024-11-04 08:11:08,0,-54229259.0,1,1,0,2,1,1
TX001256,847.45,2023-06-19 16:24:14,0,AC00086,Debit,Jacksonville,D000469,151.247.130.190,M042,Branch,28,Student,175,1,422.32,2024-11-04 08:09:30,0,-43515916.0,1,1,1,3,1,1
TX001854,201.5,2023-07-14 18:11:41,0,AC00086,Credit,Dallas,D000059,193.83.0.183,M066,Online,61,Doctor,196,1,12148.32,2024-11-04 08:08:48,0,-41349427.0,1,1,1,3,1,1
TX000554,622.41,2023-12-11 16:57:41,0,AC00086,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64,Doctor,125,1,7322.01,2024-11-04 08:07:48,0,-28393807.0,1,1,1,3,1,1
TX001084,11.57,2023-12-20 16:17:16,0,AC00086,Credit,New York,D000550,116.106.207.139,M037,Branch,56,Retired,64,1,2061.61,2024-11-04 08:10:56,0,-27618820.0,1,1,1,3,1,1
TX001623,154.21,2023-01-02 16:01:26,0,AC00087,Debit,Miami,D000549,190.251.45.32,M083,Online,46,Engineer,75,1,8045.77,2024-11-04 08:10:33,0,-58032547.0,1,1,1,3,1,1
TX000287,35.99,2023-01-19 16:14:12,0,AC00087,Debit,Miami,D000270,162.207.77.170,M023,Branch,63,Retired,129,1,4489.79,2024-11-04 08:09:17,0,-56562905.0,1,1,0,2,1,1
TX000155,376.26,2023-02-15 16:41:11,1,AC00087,Debit,Tucson,D000481,82.88.241.226,M081,ATM,37,Engineer,245,1,9062.4,2024-11-04 08:09:58,0,-54228527.0,1,1,1,4,1,1
TX001738,540.4,2023-02-22 16:42:17,1,AC00087,Debit,Houston,D000414,166.79.195.157,M061,Branch,45,Doctor,272,1,425.77,2024-11-04 08:06:52,0,-53623475.0,1,1,1,4,1,1
TX000368,43.85,2023-03-13 16:25:34,0,AC00087,Debit,Fresno,D000092,117.67.192.211,M013,ATM,62,Retired,122,1,4356.98,2024-11-04 08:07:18,0,-51982904.0,1,1,1,3,1,1
TX002025,130.54,2023-04-05 17:20:36,0,AC00087,Debit,Atlanta,D000544,173.135.78.201,M074,ATM,64,Doctor,94,1,11204.62,2024-11-04 08:09:50,0,-49992554.0,1,1,1,3,1,1
TX001206,32.91,2023-05-04 16:37:01,0,AC00087,Debit,Fort Worth,D000471,54.252.249.33,M036,Online,19,Student,255,1,427.3,2024-11-04 08:06:44,0,-47489383.0,1,1,1,3,1,1
TX000331,182.19,2023-06-19 16:36:25,0,AC00087,Debit,Mesa,D000101,157.130.28.27,M007,Branch,26,Student,53,1,1176.1,2024-11-04 08:06:27,0,-43515002.0,1,1,1,3,1,1
TX001731,346.12,2023-12-29 17:55:30,0,AC00087,Debit,San Francisco,D000150,92.180.81.50,M067,Branch,44,Doctor,12,1,13084.27,2024-11-04 08:11:00,0,-26835330.0,1,1,1,3,1,1
TX001984,295.93,2023-02-20 17:26:39,0,AC00088,Debit,Boston,D000414,145.179.219.57,M021,Branch,36,Doctor,117,1,1050.63,2024-11-04 08:09:56,0,-53793797.0,1,1,1,3,1,1
TX002400,217.61,2023-02-28 17:34:08,0,AC00088,Debit,Omaha,D000512,19.228.76.177,M039,Online,27,Student,120,1,1661.1,2024-11-04 08:11:11,0,-53102223.0,1,1,1,3,1,1
TX001062,130.4,2023-04-03 16:31:32,0,AC00089,Debit,Raleigh,D000373,163.129.70.210,M024,Branch,45,Engineer,63,1,4381.24,2024-11-04 08:09:41,0,-50168289.0,1,1,1,3,1,1
TX002500,557.78,2023-05-30 16:55:04,1,AC00089,Credit,Phoenix,D000202,142.160.124.244,M072,Branch,26,Student,102,1,1289.48,2024-11-04 08:11:13,0,-45242169.0,1,1,1,4,1,1
TX002232,67.17,2023-07-03 18:03:48,0,AC00089,Debit,Seattle,D000564,101.223.82.253,M034,Online,63,Doctor,48,1,14410.44,2024-11-04 08:08:55,0,-42300307.0,1,1,1,3,1,1
TX001364,204.7,2023-09-21 16:08:00,0,AC00089,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,2024-11-04 08:10:26,1,-35395346.0,1,1,1,4,1,1
TX002266,241.21,2023-09-25 16:37:04,0,AC00089,Debit,Omaha,D000264,116.237.223.50,M037,ATM,31,Engineer,108,1,1220.86,2024-11-04 08:09:16,0,-35047932.0,1,1,1,3,1,1
TX001235,11.19,2023-01-02 17:34:13,0,AC00090,Debit,Austin,D000384,195.237.152.198,M090,ATM,60,Engineer,40,1,9877.17,2024-11-04 08:12:22,0,-58027089.0,1,1,1,3,1,1
TX000993,839.33,2023-05-02 16:03:23,1,AC00090,Credit,Louisville,D000579,174.61.77.54,M071,Branch,60,Doctor,86,1,11538.97,2024-11-04 08:09:21,0,-47664358.0,1,1,1,4,1,1
TX000385,79.35,2023-05-29 17:02:32,0,AC00090,Debit,Los Angeles,D000277,161.161.26.115,M051,Online,67,Retired,70,1,1692.15,2024-11-04 08:09:48,0,-45328036.0,1,1,1,3,1,1
TX001420,109.48,2023-06-26 17:38:22,0,AC00090,Debit,Baltimore,D000122,17.36.132.202,M008,Online,61,Retired,93,1,7372.47,2024-11-04 08:07:26,0,-42906544.0,1,1,1,3,1,1
TX001440,81.51,2023-08-10 16:10:22,0,AC00090,Debit,Washington,D000079,192.95.36.246,M059,Branch,25,Student,97,1,865.49,2024-11-04 08:07:15,0,-39023813.0,1,1,1,3,1,1
TX001662,532.4,2023-08-24 16:46:58,0,AC00090,Debit,Jacksonville,D000096,141.121.30.32,M027,ATM,22,Student,149,1,1033.73,2024-11-04 08:09:47,0,-37812169.0,1,1,1,3,1,1
TX002122,320.11,2023-08-31 16:26:37,0,AC00090,Debit,El Paso,D000614,85.240.254.83,M025,Branch,23,Student,130,1,4076.48,2024-11-04 08:07:38,0,-37208461.0,1,1,1,3,1,1
TX001396,556.34,2023-10-19 16:34:22,0,AC00090,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,2024-11-04 08:07:12,0,-32974370.0,1,1,1,3,1,1
TX000894,50.26,2023-11-09 17:51:35,0,AC00090,Debit,Las Vegas,D000268,52.1.78.30,M055,Branch,65,Retired,164,1,1519.38,2024-11-04 08:10:47,0,-31155552.0,1,1,1,3,1,1
TX001530,927.16,2023-03-20 16:48:00,0,AC00091,Debit,San Francisco,D000385,84.237.126.96,M013,ATM,59,Retired,153,1,7104.61,2024-11-04 08:10:20,0,-51376940.0,1,1,1,3,1,1
TX001307,100.01,2023-06-29 16:06:51,0,AC00091,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,2024-11-04 08:09:27,0,-42652956.0,1,1,1,3,1,1
TX001676,49.84,2023-10-13 16:05:10,0,AC00091,Debit,Chicago,D000290,212.220.106.248,M095,ATM,49,Doctor,146,1,7872.04,2024-11-04 08:07:16,0,-33494526.0,1,1,1,3,1,1
TX000517,64.9,2023-02-14 16:23:39,0,AC00092,Credit,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,2024-11-04 08:10:18,0,-54315999.0,1,1,1,3,1,1
