AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,HighTransactionAmount,HighLoginAttempts,RapidTransaction,NewDevice,NewLocation,SuspiciousMerchant
AC00437,0.011637178518383407,2023-03-27 16:12:36,1,39,47,59,0,0.7096774193548387,2,0.1206896551724138,0.0,0.26131397066830503,2024-11-04 08:08:22,0.2307341538948433,False,False,True,False,False,False
AC00287,0.29627120410662633,2023-10-09 16:48:50,1,3,215,96,0,0.532258064516129,2,0.49999999999999994,0.0,0.49628278776129714,2024-11-04 08:12:09,0.7691073509609221,True,False,True,False,False,True
AC00418,0.013383015868879798,2023-10-16 18:53:31,0,38,226,2,2,0.6451612903225806,2,0.6931034482758621,1.0,0.31686108650147815,2024-11-04 08:06:38,0.7885810828702318,False,False,True,False,False,False
AC00465,0.05507465408968913,2023-08-07 16:02:55,1,28,515,73,1,0.532258064516129,1,0.6793103448275862,0.0,0.3940278582538917,2024-11-04 08:09:59,0.5959952733734482,False,False,True,False,False,True
AC00011,0.38201526956249837,2023-03-15 18:42:16,1,41,598,31,0,0.5483870967741935,0,0.28965517241379307,1.0,0.6940868765603218,2024-11-04 08:07:12,0.19806400056811557,True,False,True,False,False,True
AC00432,0.18234359121348723,2023-11-27 16:18:25,0,14,228,51,0,0.04838709677419356,3,0.6379310344827587,0.0,0.013122498611927078,2024-11-04 08:08:37,0.9036339033002242,False,False,True,False,False,False
AC00240,0.5997967532636735,2023-08-25 17:26:27,1,18,203,54,0,0.7580645161290323,0,0.3275862068965517,0.0,0.06713903718153305,2024-11-04 08:07:02,0.6455969740587697,True,False,True,True,True,False
AC00497,0.095583292075983,2023-06-26 16:11:29,1,36,182,84,2,0.016129032258064557,3,0.7862068965517242,0.0,0.05438086570041556,2024-11-04 08:11:05,0.48065709175015603,False,False,True,False,False,False
AC00026,0.14488365427209005,2023-04-10 16:47:55,1,40,139,26,1,0.1774193548387097,0,0.3896551724137931,0.0,0.4425089098821382,2024-11-04 08:09:58,0.26924926864472365,False,False,True,False,False,False
AC00277,0.24495922036636528,2023-09-12 18:46:45,1,2,675,90,0,0.3548387096774194,0,0.2689655172413793,0.0,0.5661751163225277,2024-11-04 08:08:00,0.6951850376769277,False,False,True,False,False,False
AC00116,0.13624306225082733,2023-11-27 17:29:25,1,30,115,41,0,0.5645161290322581,2,0.25517241379310346,0.0,0.33780250242996784,2024-11-04 08:09:09,0.9037683031136665,False,False,True,False,False,False
AC00367,0.1901034473773354,2023-03-06 16:29:57,1,41,226,2,1,0.06451612903225812,3,0.28965517241379307,0.0,0.05193610965843323,2024-11-04 08:12:08,0.17308384981208658,False,False,True,False,False,False
AC00030,0.109878312530943,2023-09-14 16:58:48,1,24,633,69,1,0.6290322580645161,2,0.43448275862068964,0.0,0.46774494949834444,2024-11-04 08:07:01,0.7004739945738458,False,False,True,False,False,False
AC00111,0.011063918492847278,2023-05-04 16:51:17,1,10,106,49,0,0.6451612903225806,0,0.7931034482758621,0.0,0.7992335686447435,2024-11-04 08:08:08,0.33517485660496704,False,False,True,False,False,True
AC00220,0.03299893165177059,2023-09-11 17:43:14,1,8,80,92,0,0.0,3,0.6517241379310346,0.0,0.5367298211839423,2024-11-04 08:11:56,0.6923099052439989,False,False,True,False,False,False
AC00295,0.16760038564765356,2023-07-24 16:25:51,1,35,537,4,0,0.7258064516129032,0,0.5413793103448277,0.0,0.8419344560703489,2024-11-04 08:06:35,0.557594690914919,False,False,True,False,False,False
AC00137,0.006175573911457383,2023-12-12 16:17:27,1,17,560,37,1,0.9193548387096775,2,0.40344827586206894,0.0,0.10950181289718044,2024-11-04 08:07:10,0.9448321189615089,False,False,True,False,False,False
AC00004,0.3347213174557678,2023-05-10 18:49:20,1,25,643,24,1,0.4193548387096775,1,0.06206896551724138,0.0,0.20447490512034225,2024-11-04 08:10:37,0.35187419236535944,True,False,True,False,False,False
AC00442,0.10953956797039892,2023-12-11 16:47:05,1,19,530,10,0,0.14516129032258068,3,0.4689655172413793,0.0,0.07671304331459716,2024-11-04 08:06:24,0.9421436140840959,False,False,True,False,False,False
AC00201,0.16332178127524297,2023-01-30 16:08:07,0,6,280,16,1,0.5967741935483871,2,0.5620689655172414,0.0,0.11999335876005093,2024-11-04 08:10:49,0.07691769985463637,False,False,True,False,False,True
AC00462,0.051853975037131614,2023-08-07 16:21:37,1,34,484,38,1,0.12903225806451613,3,0.41724137931034483,0.0,0.021217013942570754,2024-11-04 08:06:26,0.5960377104006349,False,False,True,False,False,False
AC00390,0.05996299867107903,2023-07-25 17:24:07,1,10,643,74,1,0.5645161290322581,2,0.35517241379310344,0.0,0.39174106692729727,2024-11-04 08:08:36,0.5604484617880954,False,False,True,False,False,False
AC00297,0.017380201683299894,2023-08-21 17:25:00,1,25,114,13,2,0.08064516129032262,3,0.21379310344827585,0.0,0.025397365282985387,2024-11-04 08:08:40,0.6346051482566948,False,False,True,False,False,False
AC00173,0.25970242593219894,2023-01-30 16:20:26,0,28,586,31,2,0.24193548387096775,0,0.07586206896551724,0.0,0.3872985613783665,2024-11-04 08:06:58,0.07694853424892178,False,False,True,False,False,True
AC00382,0.0513588868332595,2023-09-04 16:48:13,1,37,415,46,1,0.14516129032258068,3,0.2793103448275862,0.0,0.0467743605117788,2024-11-04 08:08:11,0.6729867214700871,False,False,True,False,False,False
AC00175,0.0008390442191937881,2023-10-20 18:34:41,1,42,161,13,0,0.7580645161290323,2,0.4724137931034483,0.0,0.4830823150770935,2024-11-04 08:09:48,0.7995250676791112,False,False,True,False,False,False
AC00035,0.04099330328061078,2023-06-15 18:57:42,0,17,116,74,2,0.6612903225806451,1,0.29310344827586204,0.0,0.37129169428248393,2024-11-04 08:08:28,0.4507677557554859,False,False,True,False,False,False
AC00219,0.10111785704979544,2023-01-23 16:05:42,0,39,297,58,1,0.33870967741935487,1,0.0,0.0,0.19407208837420029,2024-11-04 08:08:57,0.057691247072282126,False,False,True,False,False,False
AC00416,0.014837011751830524,2023-10-31 16:11:57,1,18,369,15,0,0.5645161290322581,1,0.603448275862069,0.0,0.17555660715990198,2024-11-04 08:08:37,0.8294664406876424,False,False,True,False,False,False
AC00467,0.054860984443807485,2023-06-16 16:36:20,1,7,2,25,2,0.09677419354838712,3,0.2689655172413793,0.0,0.08956330486383443,2024-11-04 08:10:14,0.4532412463618196,False,False,True,False,False,False
AC00465,0.38412590874742686,2023-03-20 17:45:22,1,24,40,5,2,0.19354838709677424,0,0.08275862068965517,0.0,0.48635050420992776,2024-11-04 08:08:06,0.21168619093095598,True,False,True,False,False,False
AC00102,0.12382416551580373,2023-02-06 17:48:39,1,30,266,43,0,0.0,3,0.6896551724137931,0.0,0.02516545963699036,2024-11-04 08:10:20,0.09633577091405554,False,False,True,False,False,False
AC00119,0.2133309013211038,2023-07-26 16:05:48,1,18,598,23,1,0.7580645161290323,0,0.27241379310344827,0.0,0.7795323437796184,2024-11-04 08:10:16,0.5630423972603544,False,False,True,False,False,False
AC00418,0.03922662011100399,2023-08-21 17:36:05,0,14,579,8,2,0.04838709677419356,3,0.506896551724138,0.0,0.06272207486317567,2024-11-04 08:07:11,0.6346291164353455,False,False,True,False,False,True
AC00237,0.037777835682830864,2023-05-01 16:30:03,1,31,398,66,0,0.7419354838709677,0,0.017241379310344827,0.0,0.8026987095291039,2024-11-04 08:07:19,0.3268964575000164,False,False,True,False,False,False
AC00279,0.020246501810980536,2023-09-01 18:05:37,1,8,235,51,2,0.12903225806451613,3,0.4586206896551724,0.0,0.028049828120945853,2024-11-04 08:08:27,0.6648943777360159,False,False,True,False,False,False
AC00067,0.6824556374912056,2023-03-06 16:33:43,1,37,245,3,0,0.08064516129032262,3,0.44482758620689655,0.0,0.07781812413203432,2024-11-04 08:11:14,0.17309275046198347,True,False,True,False,False,False
AC00043,0.3799775907444563,2023-11-14 17:23:43,1,20,428,92,0,0.8064516129032258,0,0.27586206896551724,0.0,0.6067458327563701,2024-11-04 08:08:16,0.8680547950709598,True,False,True,False,False,True
AC00012,0.07151679391302082,2023-07-26 16:54:08,1,13,156,39,0,0.25806451612903225,1,0.13793103448275862,0.0,0.293733707788131,2024-11-04 08:07:04,0.5631406858656438,False,False,True,False,False,False
AC00244,0.26289183625609086,2023-04-10 18:27:51,1,11,8,59,2,0.1774193548387097,1,0.17586206896551726,0.0,0.4109294106101202,2024-11-04 08:08:37,0.2694424445355206,False,False,True,False,False,False
AC00395,0.19345441279933295,2023-05-30 16:15:10,0,25,641,96,1,0.09677419354838712,3,0.16551724137931034,0.0,0.07298574822172063,2024-11-04 08:07:09,0.4065164900274416,False,False,True,False,False,True
AC00253,0.22413945852984862,2023-02-20 17:23:03,1,5,94,6,2,0.29032258064516125,0,0.6724137931034483,0.0,0.017050106407721047,2024-11-04 08:10:51,0.13473676661704448,False,False,True,False,False,False
AC00394,0.11989472861349244,2023-05-15 18:15:33,1,19,264,14,1,0.27419354838709675,1,0.1586206896551724,0.0,0.046395245194847806,2024-11-04 08:08:34,0.36554609921548065,False,False,True,False,False,False
AC00457,0.06329311827396616,2023-09-05 17:02:23,1,6,654,14,0,0.5483870967741935,2,0.44827586206896547,0.0,0.3883673439207784,2024-11-04 08:11:23,0.6757541242512288,False,False,True,False,False,False
AC00046,0.05139015556192511,2023-01-03 17:51:07,1,11,57,59,2,0.03225806451612906,3,0.5827586206896552,0.0,0.029035259068855148,2024-11-04 08:06:58,0.002966364094371343,False,False,True,False,False,False
AC00011,0.061125153086484085,2023-05-19 16:35:07,1,14,86,45,0,0.09677419354838712,3,0.08620689655172413,0.0,0.05355272727761594,2024-11-04 08:11:13,0.3763354352324024,False,False,True,False,False,False
AC00045,0.12735753185501733,2023-02-21 18:41:39,1,40,168,71,1,0.19354838709677424,0,0.32068965517241377,0.0,0.6088907919342544,2024-11-04 08:06:53,0.13764073079803185,False,False,True,False,False,False
AC00181,0.16763686583109674,2023-12-04 18:27:11,1,26,82,91,0,0.435483870967742,1,0.006896551724137931,0.0,0.2884691135289048,2024-11-04 08:07:51,0.9231063636881203,False,False,True,False,False,False
AC00149,0.5693358000885947,2023-01-23 17:24:29,1,8,668,63,1,0.6451612903225806,2,0.0034482758620689655,0.0,0.0866943967562786,2024-11-04 08:07:50,0.05784363891373023,True,False,True,False,False,True
AC00288,0.14746853584178024,2023-02-06 16:48:45,1,12,675,60,2,0.3548387096774194,1,0.30344827586206896,0.0,0.12822163995606567,2024-11-04 08:07:38,0.09622667437674859,False,False,True,False,False,False
AC00014,0.18051958204132681,2024-01-01 16:17:13,1,42,76,61,2,0.19354838709677424,1,0.1724137931034483,0.0,0.4205027445529061,2024-11-04 08:06:58,0.9997617804631178,False,False,True,False,False,True
AC00153,0.1987440393985981,2023-01-27 16:40:28,1,19,650,96,2,0.7419354838709677,2,0.5310344827586208,0.0,0.3971212779143818,2024-11-04 08:11:46,0.06873812975157612,False,False,True,False,False,True
AC00164,0.20240769210725174,2023-02-21 16:02:33,1,28,276,64,0,0.935483870967742,2,0.11379310344827585,0.0,0.5240126533097978,2024-11-04 08:08:15,0.1373346755937217,False,False,True,False,False,False
AC00159,0.01509237303593298,2023-07-06 18:16:05,1,35,417,67,0,0.09677419354838712,3,0.48620689655172417,0.0,0.10406715449755795,2024-11-04 08:09:03,0.5083634797815537,False,False,True,False,False,False
AC00360,0.024228053261067826,2023-07-31 17:37:31,1,7,453,77,1,0.7903225806451613,2,0.4827586206896552,0.0,0.1841250166367094,2024-11-04 08:09:20,0.5769515382182622,False,False,True,False,False,False
AC00326,0.18155666154206945,2023-06-09 17:12:09,1,38,215,97,2,0.6290322580645161,2,0.4068965517241379,0.0,0.21333370079735214,2024-11-04 08:11:22,0.43408199348618637,False,False,True,False,False,False
AC00110,0.16619850431247885,2023-01-11 16:58:02,1,40,429,87,2,0.8870967741935485,2,0.24482758620689654,0.0,0.4302226159763497,2024-11-04 08:08:49,0.02483348076094316,False,False,True,False,False,False
AC00110,0.038403210256143,2023-11-03 16:39:45,1,18,325,11,0,0.12903225806451613,3,0.22758620689655168,0.0,0.01765642203869934,2024-11-04 08:07:22,0.8377613059949023,False,False,True,False,False,False
AC00257,0.20291841467545665,2023-02-16 16:20:06,1,23,625,99,2,0.14516129032258068,1,0.30689655172413793,0.0,0.6484774218007441,2024-11-04 08:08:55,0.12363444560410719,False,False,True,False,False,False
AC00145,0.11327096959116137,2023-03-16 17:36:31,1,6,168,24,0,0.016129032258064557,3,0.1206896551724138,0.0,0.08760521458330253,2024-11-04 08:10:08,0.20067948832833937,False,False,True,False,False,False
AC00455,0.10401021445136409,2023-01-16 16:01:34,1,9,318,81,0,0.04838709677419356,3,0.4827586206896552,0.0,0.04068028344919654,2024-11-04 08:09:14,0.03845741946572767,False,False,True,False,False,False
AC00282,0.029231049847564947,2023-02-09 16:09:00,1,5,259,32,0,0.4193548387096775,0,0.22413793103448276,0.0,0.33572409008962983,2024-11-04 08:07:36,0.10439038225017128,False,False,True,False,False,False
AC00045,0.12960366886416344,2023-06-16 16:19:35,0,37,439,67,1,0.7580645161290323,2,0.06551724137931035,0.0,0.1988701825803234,2024-11-04 08:09:32,0.4532106344837814,False,False,True,False,False,False
AC00390,0.07416942439481981,2023-06-19 16:20:51,1,35,627,47,0,0.24193548387096775,1,0.46551724137931033,0.0,0.520475588065665,2024-11-04 08:06:46,0.4614577859499871,False,False,True,False,False,False
AC00032,0.5318133256898663,2023-07-24 16:42:06,1,13,656,86,0,0.16129032258064518,3,0.2655172413793103,0.0,0.06845316917550485,2024-11-04 08:11:32,0.5576162432028835,True,False,True,False,False,False
AC00153,0.04381791177007061,2023-06-08 16:27:56,1,22,476,38,2,0.6451612903225806,2,0.8206896551724138,0.5,0.3503939707220803,2024-11-04 08:09:31,0.4312547020464532,False,False,True,False,False,False
AC00460,0.837631914949058,2023-09-07 16:27:03,1,31,69,30,0,0.20967741935483875,1,0.503448275862069,0.0,0.4118335065343617,2024-11-04 08:07:33,0.681187017372193,True,False,True,False,False,False
AC00154,0.17381243974255411,2023-11-30 17:53:48,1,36,429,56,0,0.6774193548387097,2,0.30344827586206896,0.0,0.45101883880473814,2024-11-04 08:07:50,0.9120567790258218,False,False,True,False,False,False
AC00190,0.1731922766240196,2023-07-13 17:50:13,1,35,159,59,2,0.5967741935483871,2,0.4586206896551724,0.0,0.09113690230520935,2024-11-04 08:09:05,0.5275394849518142,False,False,True,False,False,False
AC00156,0.1232769627641556,2023-10-26 16:59:55,1,28,266,12,1,0.06451612903225812,3,0.017241379310344827,0.0,0.047888851993111395,2024-11-04 08:07:18,0.8158280066387404,False,False,True,False,False,False
AC00005,0.21759908278395915,2023-06-26 16:21:14,0,30,610,65,1,0.14516129032258068,3,0.41379310344827586,0.0,0.09528767727338114,2024-11-04 08:09:17,0.4806791208586507,False,False,True,False,False,False
AC00126,0.16625061886025483,2023-08-07 16:54:58,1,35,168,51,0,0.5161290322580645,0,0.4827586206896552,0.0,0.6835187010057312,2024-11-04 08:12:18,0.5960901288709204,False,False,True,False,False,False
AC00201,0.20003648018344322,2023-05-24 18:32:58,1,11,480,3,1,0.3870967741935484,1,0.5586206896551724,0.0,0.03841836316289725,2024-11-04 08:11:42,0.390291717846728,True,False,True,False,False,False
AC00165,0.4275269041352894,2023-03-03 17:18:59,0,14,602,83,1,0.6935483870967742,0,0.5103448275862069,0.0,0.39817527227067223,2024-11-04 08:07:28,0.16494681210031903,True,False,True,False,False,True
AC00420,0.24728874065195297,2023-12-25 16:28:20,0,16,45,72,2,0.6129032258064516,1,0.13793103448275862,0.0,0.13829239470475388,2024-11-04 08:08:36,0.9805544640780418,False,False,True,False,False,False
AC00329,0.2827005758657529,2023-09-04 18:37:57,0,16,556,99,1,0.4032258064516129,0,0.2827586206896551,0.0,0.3973014249089519,2024-11-04 08:08:53,0.67319467879732,True,False,True,False,False,False
AC00037,0.04145191130103968,2023-12-22 17:17:34,1,13,461,69,0,0.8870967741935485,2,0.22758620689655168,0.0,0.421552705767527,2024-11-04 08:06:48,0.972412340280619,False,False,True,False,False,False
AC00293,0.02396226906741017,2023-03-13 16:05:46,1,36,573,42,1,0.6290322580645161,1,0.14482758620689656,0.0,0.16591739856984797,2024-11-04 08:07:24,0.19227215695202582,False,False,True,False,False,False
AC00481,0.17069598978554865,2023-11-23 17:44:29,1,37,500,53,0,0.6935483870967742,0,0.15172413793103445,0.0,0.7047397480899714,2024-11-04 08:09:18,0.8928108083897652,True,False,True,False,False,True
AC00233,0.2321859447064648,2023-07-07 17:19:39,1,19,298,51,0,0.5483870967741935,0,0.5206896551724138,0.0,0.04145666322057118,2024-11-04 08:12:05,0.5109965463253237,True,False,True,False,False,True
AC00235,0.028991322927795295,2023-08-17 16:54:30,1,14,446,25,2,0.8709677419354838,2,0.4827586206896552,0.0,0.2412087594459539,2024-11-04 08:11:33,0.623555531806361,False,False,True,False,False,False
AC00324,0.08241915730776245,2023-02-09 16:28:58,1,34,120,12,1,0.16129032258064518,3,0.020689655172413793,0.0,0.09483999854806902,2024-11-04 08:10:03,0.10442379147531988,False,False,True,False,False,False
AC00029,0.05259921307032858,2023-11-29 18:38:41,0,10,507,32,2,0.7419354838709677,0,0.22413793103448276,0.0,0.9604389133640839,2024-11-04 08:09:44,0.9093922741150949,False,False,True,False,False,False
AC00093,0.43092477265028534,2023-01-17 17:25:13,1,12,625,17,1,0.29032258064516125,1,0.8793103448275862,0.75,0.6519546621101129,2024-11-04 08:08:14,0.04136535715113321,False,False,True,False,False,True
AC00141,0.032159887432576806,2023-05-22 18:45:23,1,31,470,55,0,0.903225806451613,2,0.29310344827586204,0.0,0.4647147157240094,2024-11-04 08:10:47,0.3848241757672366,False,False,True,False,False,False
AC00061,0.014044870625635147,2023-06-14 16:34:54,1,38,680,49,0,0.9838709677419355,2,0.3172413793103448,0.0,0.22984605498247604,2024-11-04 08:06:49,0.44775205663025774,False,False,True,False,False,True
AC00092,0.09040831748182504,2023-09-08 17:48:22,1,15,125,73,2,1.0,2,0.18620689655172412,0.0,0.32346938912691897,2024-11-04 08:11:52,0.6840803643493749,False,False,True,False,False,True
AC00354,0.09164343226411653,2023-08-10 16:48:55,1,38,549,90,1,0.32258064516129037,1,0.3275862068965517,0.0,0.6086077998271128,2024-11-04 08:10:30,0.6043214816835591,False,False,True,False,False,False
AC00358,0.04593376240977669,2023-11-10 18:02:07,1,13,110,64,2,0.4516129032258065,1,0.5655172413793104,0.0,0.16578094394336396,2024-11-04 08:09:41,0.8571393877058564,False,False,True,False,False,False
AC00078,0.29583344190530786,2023-06-20 16:27:07,1,8,346,41,2,0.5645161290322581,2,0.013793103448275862,0.0,0.24724637252516343,2024-11-04 08:12:12,0.46420586160563837,False,False,True,False,False,False
AC00013,0.07183990410923209,2023-12-11 17:29:02,0,31,221,0,2,0.8064516129032258,2,0.32413793103448274,0.0,0.2740116450243803,2024-11-04 08:07:04,0.9422223530476476,False,False,True,False,False,False
AC00030,0.23799150532871252,2023-09-26 16:18:33,0,41,570,5,1,0.16129032258064518,1,0.6310344827586207,0.0,0.48286855856861116,2024-11-04 08:09:29,0.7333503568858621,False,False,True,False,False,False
AC00074,0.05271907653021341,2023-04-25 17:00:15,1,1,190,35,2,0.7741935483870968,2,0.4689655172413793,0.0,0.4321739843540991,2024-11-04 08:12:22,0.31046550812204954,False,False,True,False,False,True
AC00399,0.15652604424525107,2023-05-01 17:21:46,1,12,84,5,2,0.4193548387096775,0,0.1413793103448276,0.0,0.5239245963833475,2024-11-04 08:11:56,0.32698629048790395,False,False,True,False,False,False
AC00323,0.1384579305313078,2023-06-05 16:11:07,1,4,564,84,2,0.5806451612903226,1,0.4206896551724138,0.0,0.44902646682001573,2024-11-04 08:06:37,0.42298870027528745,False,False,True,False,False,False
AC00107,0.1799411105610131,2023-01-24 16:05:40,1,36,53,49,2,0.1774193548387097,1,0.13793103448275862,0.0,0.1338014914557894,2024-11-04 08:11:09,0.06043347372942964,False,False,True,False,False,True
AC00211,0.2143262891836256,2023-01-10 17:40:16,1,20,477,22,0,0.3709677419354839,0,0.2689655172413793,0.0,0.7398892499297561,2024-11-04 08:09:13,0.022166782475777413,False,False,True,False,False,False
AC00297,0.05782109075748495,2023-08-21 18:36:41,1,32,386,75,1,0.27419354838709675,0,0.3482758620689655,0.0,0.6041047971531399,2024-11-04 08:12:12,0.634735129533224,False,False,True,False,False,False
AC00102,0.1647392969747505,2023-08-28 17:34:17,1,7,581,87,0,0.5645161290322581,1,0.26206896551724135,0.0,0.30722053353086765,2024-11-04 08:08:00,0.6538495294909841,True,False,True,False,False,True
AC00196,0.1356906480444016,2023-12-20 18:58:27,1,13,547,4,1,0.30645161290322587,1,0.4551724137931034,0.0,0.4996712989539375,2024-11-04 08:08:49,0.9671079343985227,False,False,True,False,False,False
AC00342,0.04799749850170675,2023-03-27 16:48:34,1,9,580,91,0,0.1774193548387097,1,0.46206896551724136,0.0,0.420245967866616,2024-11-04 08:07:55,0.2308036107520739,False,False,True,False,False,False
AC00027,0.13643588607759857,2023-09-11 16:09:15,1,28,393,28,1,0.7258064516129032,0,0.37241379310344824,0.0,0.9065339583806669,2024-11-04 08:10:23,0.6921336087999708,False,False,True,False,False,False
AC00339,0.033478385491309895,2023-08-17 18:32:19,1,10,75,61,0,0.903225806451613,2,0.7586206896551725,0.0,0.08402311259052724,2024-11-04 08:08:31,0.6237478812082389,False,False,True,False,False,True
AC00468,0.13200093806185997,2023-01-11 16:56:58,1,17,110,6,0,0.16129032258064518,1,0.2586206896551724,1.0,0.18122317120551953,2024-11-04 08:09:12,0.02483071520186808,True,False,True,False,False,False
AC00262,0.21263777783568283,2023-03-15 16:33:09,0,26,618,27,1,0.04838709677419356,3,0.396551724137931,0.5,0.07538748408589517,2024-11-04 08:10:10,0.19781208038799947,False,False,True,False,False,False
AC00425,0.0915548375328973,2023-06-05 16:16:13,1,16,423,43,0,0.6290322580645161,2,0.27241379310344827,0.0,0.24378929792414203,2024-11-04 08:07:11,0.4229973466209016,False,False,True,False,False,False
AC00161,0.10381739062459285,2023-08-14 16:26:38,1,11,568,40,2,0.6290322580645161,0,0.4551724137931034,0.0,0.40104149161711505,2024-11-04 08:07:22,0.6152709022464826,False,False,True,False,False,False
AC00417,0.02647940172499153,2023-01-23 18:06:58,1,9,112,16,1,0.7258064516129032,2,0.4241379310344827,0.0,0.28170889590058035,2024-11-04 08:12:12,0.05791633815056629,False,False,True,False,False,True
AC00208,0.22701097011230686,2023-12-29 17:17:48,1,17,455,74,0,0.6129032258064516,2,0.4275862068965517,0.0,0.2487487177970443,2024-11-04 08:09:18,0.9916334208849997,False,False,True,True,True,False
AC00304,0.03880970372879589,2023-01-30 17:17:38,0,17,549,8,1,0.7419354838709677,2,0.5241379310344828,0.0,0.42025134538884196,2024-11-04 08:08:26,0.07705483343911856,False,False,True,False,False,True
AC00166,0.09512468405555409,2023-10-25 16:21:15,0,21,482,12,2,0.08064516129032262,3,0.013793103448275862,0.0,0.07734221341503583,2024-11-04 08:06:54,0.8130085350557021,False,False,True,False,False,False
AC00279,0.3273314745811293,2023-01-20 16:09:37,1,2,400,4,2,0.4193548387096775,0,0.3379310344827586,0.0,0.7910644401932144,2024-11-04 08:07:32,0.04946196048194085,False,False,True,False,False,False
AC00114,0.1397347369518201,2023-02-21 18:13:02,1,35,218,20,2,0.1774193548387097,0,0.5758620689655173,0.0,0.6256868104167984,2024-11-04 08:11:45,0.13757686863502205,False,False,True,False,False,False
AC00411,0.18865987440393986,2023-05-11 16:36:38,1,17,72,50,0,1.0,2,0.1275862068965517,0.0,0.39674955669051154,2024-11-04 08:07:35,0.35437336770425243,False,False,True,False,False,False
AC00380,0.2917841415431117,2023-08-14 18:01:36,0,22,476,58,2,0.5161290322580645,1,0.2827586206896551,0.0,0.048167810958583676,2024-11-04 08:10:51,0.615445386772496,True,False,True,False,False,True
AC00272,0.18330249889256586,2023-06-12 16:58:04,1,6,496,0,0,1.0,2,0.1206896551724138,0.25,0.2394603925322349,2024-11-04 08:11:23,0.4422945595699357,False,False,True,False,False,False
AC00202,0.06884331761211142,2023-03-13 17:01:57,1,7,198,93,1,0.16129032258064518,3,0.5172413793103449,0.0,0.01468063567690233,2024-11-04 08:10:05,0.19237419654548593,False,False,True,False,False,True
AC00053,0.012773275659900461,2023-11-01 16:55:58,0,26,434,1,2,0.3548387096774194,1,0.02413793103448276,0.0,0.02534022910933444,2024-11-04 08:07:20,0.8322993268215966,False,False,True,False,False,False
AC00316,0.3483388487896396,2023-11-07 17:38:05,1,11,662,18,2,0.4193548387096775,0,0.4586206896551724,0.75,0.8970755689754611,2024-11-04 08:06:29,0.8488601939000221,False,False,True,False,False,False
AC00422,0.041681215311254134,2023-05-19 17:28:42,0,27,586,15,1,0.5645161290322581,0,0.16551724137931034,0.0,0.5318073717763436,2024-11-04 08:12:13,0.37643572648391865,False,False,True,False,False,False
AC00083,0.0043724105584073795,2023-11-20 16:28:19,1,23,103,59,0,0.8064516129032258,2,0.6482758620689656,0.0,0.27559599751020725,2024-11-04 08:11:35,0.8844217233457402,False,False,True,False,False,False
AC00125,0.09310263960184484,2023-03-15 16:37:04,1,29,40,34,0,0.0,3,0.031034482758620682,0.0,0.5894866751721144,2024-11-04 08:07:06,0.19782539957480938,False,False,True,False,False,False
AC00227,0.05991088412330302,2023-12-08 17:05:33,1,37,181,62,1,0.14516129032258068,1,0.3379310344827586,0.0,0.054107956447447494,2024-11-04 08:09:07,0.9339341950158457,False,False,True,False,False,False
AC00292,0.08409724574615003,2023-12-25 16:32:44,1,38,606,76,2,0.4516129032258065,0,0.9172413793103449,0.0,0.6174148368526977,2024-11-04 08:08:21,0.9805633329399033,False,False,True,False,False,True
AC00319,0.28271621023008575,2023-12-07 18:28:50,0,26,621,44,1,0.8387096774193548,2,0.18275862068965515,0.0,0.14269456883698983,2024-11-04 08:08:27,0.931347825095999,True,False,True,False,False,False
AC00431,0.16531255700028666,2023-05-01 17:31:34,0,34,59,82,2,0.7903225806451613,0,0.020689655172413793,0.0,0.9772322430855149,2024-11-04 08:07:58,0.32701254740509955,False,False,True,False,False,False
AC00365,0.1463011699715976,2023-02-20 18:03:01,1,15,359,95,1,0.435483870967742,1,0.06551724137931035,0.0,0.6474765304764352,2024-11-04 08:07:24,0.1348195744491203,True,False,True,False,False,False
AC00050,0.012471011282799593,2023-02-08 17:33:08,1,36,97,60,0,0.1774193548387097,1,0.06206896551724138,0.0,0.1784631579230396,2024-11-04 08:07:26,0.10180467987906683,False,False,True,False,False,False
AC00129,0.3056987257993069,2023-08-15 16:57:27,1,23,498,13,0,0.29032258064516125,0,0.26206896551724135,0.0,0.4405467864599368,2024-11-04 08:12:18,0.6180667553192587,True,False,True,False,False,False
AC00366,0.19394428954842746,2023-06-19 18:12:16,1,36,350,87,0,0.5967741935483871,2,0.4586206896551724,0.0,0.21057167094403748,2024-11-04 08:06:34,0.4616706704226985,False,False,True,False,False,False
AC00452,0.032785262005888945,2023-07-25 18:28:57,1,14,627,38,0,0.03225806451612906,3,0.47586206896551725,0.0,0.10589147891271879,2024-11-04 08:07:18,0.5605745967123477,False,False,True,False,False,False
AC00339,0.19982281053756157,2023-10-31 17:06:08,1,7,131,63,2,0.5806451612903226,1,0.9482758620689655,0.0,0.5558919494459137,2024-11-04 08:10:03,0.8295670498195122,False,False,True,False,False,True
AC00389,0.1286760299137504,2023-05-22 17:58:55,0,6,80,95,1,0.7580645161290323,2,0.4793103448275862,0.0,0.168745975260709,2024-11-04 08:07:43,0.3847413997231961,False,False,True,False,False,False
