TransactionID,TransactionAmount,TransactionDate,R1_HighAmount,AccountID,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,R2_HighLoginAttempts,PreviousTransactionDate_calc,TimeSinceLastTxn,TxnCount2Min,R3_VeryFrequent,R4_SuspiciousDevice,R5_SuspiciousLocation,R6_HighAmountSuspiciousContext,R7_SuspiciousMerchant,R8_CompositeRule,Fraud_Label
TX000276,386.68,2023-10-31 16:48:01,0,AC00055,Debit,New York,D000453,207.157.126.125,M019,Branch,46,Doctor,128,1,6863.06,2024-11-04 08:06:28,0,2023-09-07 16:51:27,4665394.0,1,0,0,0,0,0,0,0
TX000229,52.01,2023-11-07 16:46:04,0,AC00055,Debit,Mesa,D000652,178.34.103.183,M019,ATM,48,Doctor,85,1,1120.88,2024-11-04 08:11:27,0,2023-10-31 16:48:01,604683.0,1,0,0,0,0,0,0,0
TX000339,33.89,2023-11-10 16:10:34,0,AC00055,Debit,Nashville,D000588,14.105.144.122,M079,Branch,26,Student,177,1,1444.75,2024-11-04 08:11:36,0,2023-11-07 16:46:04,257070.0,1,0,0,0,0,0,0,0
TX000647,56.89,2023-02-03 18:03:56,0,AC00056,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,2024-11-04 08:09:52,0,,-1.0,1,0,0,0,0,0,0,0
TX001417,18.56,2023-04-24 17:04:21,0,AC00056,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,4230.37,2024-11-04 08:07:40,0,2023-02-03 18:03:56,6908425.0,1,0,0,0,0,0,0,0
TX002258,74.67,2023-05-15 17:37:32,1,AC00056,Debit,Indianapolis,D000667,16.131.3.140,M074,ATM,43,Engineer,283,1,3449.35,2024-11-04 08:11:01,0,2023-04-24 17:04:21,1816391.0,1,0,0,0,0,0,0,1
TX001611,142.55,2023-05-16 16:45:46,1,AC00056,Debit,Kansas City,D000091,112.56.160.202,M071,Online,67,Doctor,97,1,1262.68,2024-11-04 08:07:26,0,2023-05-15 17:37:32,83294.0,1,0,0,0,0,0,0,1
TX002204,168.34,2023-06-27 18:14:30,1,AC00056,Debit,Phoenix,D000638,81.222.37.186,M068,ATM,64,Retired,240,1,7483.01,2024-11-04 08:11:10,0,2023-05-16 16:45:46,3634124.0,1,0,0,0,0,0,0,1
TX002269,37.65,2023-09-25 17:29:01,0,AC00056,Credit,San Jose,D000211,219.219.117.136,M062,Online,27,Student,109,1,411.78,2024-11-04 08:11:02,0,2023-06-27 18:14:30,7773271.0,1,0,0,0,0,0,0,0
TX001564,598.66,2023-01-10 16:51:44,0,AC00057,Credit,Charlotte,D000316,52.50.209.49,M032,Branch,32,Engineer,222,1,2587.11,2024-11-04 08:11:41,0,,-1.0,1,0,0,0,0,0,0,0
TX002493,267.48,2023-01-30 17:05:46,0,AC00057,Debit,Albuquerque,D000497,170.225.23.251,M002,ATM,21,Student,159,2,811.86,2024-11-04 08:09:32,1,2023-01-10 16:51:44,1728842.0,1,0,0,0,0,0,0,1
TX000028,40.32,2023-03-29 16:42:38,0,AC00057,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04 08:11:59,0,2023-01-30 17:05:46,5009812.0,1,0,0,0,0,0,0,0
TX000592,198.62,2023-05-15 16:19:14,0,AC00057,Credit,Tucson,D000378,97.4.209.133,M079,Branch,27,Student,84,1,1196.07,2024-11-04 08:06:38,0,2023-03-29 16:42:38,4059396.0,1,0,0,0,0,0,0,0
TX001106,22.54,2023-08-29 16:19:14,0,AC00057,Debit,El Paso,D000075,161.161.26.115,M044,Online,26,Engineer,42,1,7139.11,2024-11-04 08:10:34,0,2023-05-15 16:19:14,9158400.0,1,0,0,0,0,0,0,0
TX000640,320.55,2023-05-01 17:11:47,0,AC00058,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2024-11-04 08:08:14,0,,-1.0,1,0,0,0,0,0,0,0
TX002106,22.62,2023-05-10 16:35:02,0,AC00058,Debit,Virginia Beach,D000032,197.187.216.106,M075,ATM,64,Doctor,102,1,7682.0,2024-11-04 08:11:17,0,2023-05-01 17:11:47,775395.0,1,0,0,0,0,0,0,0
TX002477,270.39,2023-06-12 17:30:53,0,AC00058,Debit,Jacksonville,D000214,111.226.226.202,M006,ATM,25,Student,104,1,899.15,2024-11-04 08:07:39,0,2023-05-10 16:35:02,2854551.0,1,0,0,0,0,0,0,0
TX000876,583.92,2023-08-01 16:11:52,1,AC00058,Debit,Kansas City,D000429,32.169.88.41,M024,Online,55,Engineer,139,1,6364.14,2024-11-04 08:06:32,0,2023-06-12 17:30:53,4315259.0,1,0,0,0,0,0,0,1
TX001603,199.14,2023-08-02 17:32:29,0,AC00058,Debit,Seattle,D000073,187.199.178.27,M005,Branch,31,Engineer,36,1,7001.25,2024-11-04 08:10:52,0,2023-08-01 16:11:52,91237.0,1,0,0,0,0,0,0,0
TX002476,152.0,2023-12-18 18:11:24,0,AC00058,Debit,Albuquerque,D000177,203.174.215.229,M060,ATM,51,Engineer,63,1,7531.43,2024-11-04 08:07:25,0,2023-08-02 17:32:29,11925535.0,1,0,0,0,0,0,0,0
TX002075,170.96,2023-12-28 16:46:46,0,AC00058,Debit,Washington,D000644,96.24.89.146,M083,Branch,64,Doctor,69,1,13374.89,2024-11-04 08:06:53,0,2023-12-18 18:11:24,858922.0,1,0,0,0,0,0,0,0
TX001431,344.97,2023-03-20 17:30:52,0,AC00059,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,2024-11-04 08:09:39,0,,-1.0,1,0,0,0,0,0,0,0
TX001828,126.91,2023-08-23 16:04:43,0,AC00059,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,22,Student,42,1,692.69,2024-11-04 08:08:11,0,2023-03-20 17:30:52,13473231.0,1,0,0,0,0,0,0,0
TX001577,65.11,2023-09-07 16:47:49,0,AC00059,Debit,Nashville,D000204,223.32.70.156,M026,ATM,34,Engineer,150,1,8485.14,2024-11-04 08:08:55,0,2023-08-23 16:04:43,1298586.0,1,0,0,0,0,0,0,0
TX002193,55.98,2023-09-25 16:41:04,0,AC00059,Credit,Kansas City,D000551,70.130.169.235,M013,Branch,24,Student,87,1,7047.04,2024-11-04 08:12:04,0,2023-09-07 16:47:49,1554795.0,1,0,0,0,0,0,0,0
TX001186,74.27,2023-07-13 17:17:07,0,AC00060,Credit,Memphis,D000249,190.164.160.79,M090,Online,59,Doctor,148,1,13696.61,2024-11-04 08:11:20,0,,-1.0,1,0,0,0,0,0,0,0
TX001485,440.94,2023-09-13 18:38:27,0,AC00060,Debit,San Antonio,D000133,189.20.224.220,M008,Online,42,Doctor,148,1,7303.23,2024-11-04 08:11:22,0,2023-07-13 17:17:07,5361680.0,1,0,0,0,0,0,0,0
TX000033,396.45,2023-09-25 16:26:00,0,AC00060,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,1,2023-09-13 18:38:27,1028853.0,1,0,0,0,0,0,0,1
TX001299,641.06,2023-12-11 16:09:08,0,AC00060,Debit,Colorado Springs,D000057,116.106.207.139,M099,ATM,23,Student,25,1,1602.13,2024-11-04 08:07:21,0,2023-09-25 16:26:00,6651788.0,1,0,0,0,0,0,0,0
TX001115,362.09,2023-02-27 16:59:07,0,AC00061,Debit,New York,D000449,187.52.200.18,M093,Branch,32,Engineer,31,1,6590.28,2024-11-04 08:07:38,0,,-1.0,1,0,0,0,0,0,0,0
TX001447,155.53,2023-03-24 17:04:32,0,AC00061,Debit,Baltimore,D000507,77.21.150.75,M041,ATM,29,Engineer,66,1,4008.05,2024-11-04 08:08:36,0,2023-02-27 16:59:07,2160325.0,1,0,0,0,0,0,0,0
TX001110,391.08,2023-04-28 17:12:06,0,AC00061,Debit,Fresno,D000290,35.220.238.127,M029,Online,56,Retired,105,1,6885.16,2024-11-04 08:10:52,0,2023-03-24 17:04:32,3024454.0,1,0,0,0,0,0,0,0
TX000775,27.21,2023-06-14 16:34:54,0,AC00061,Debit,San Jose,D000700,28.149.72.129,M050,ATM,79,Retired,102,1,3520.61,2024-11-04 08:06:49,0,2023-04-28 17:12:06,4058568.0,1,0,0,0,0,0,0,0
TX000923,21.15,2023-11-20 16:06:10,0,AC00061,Debit,Columbus,D000484,159.37.30.154,M058,Branch,70,Retired,180,1,3466.74,2024-11-04 08:09:46,0,2023-06-14 16:34:54,13735876.0,1,0,0,0,0,0,0,0
TX001926,138.33,2023-07-07 17:58:29,0,AC00062,Debit,Dallas,D000183,31.127.129.152,M011,Online,21,Student,69,1,232.56,2024-11-04 08:09:17,0,,-1.0,1,0,0,0,0,0,0,0
TX001003,476.63,2023-07-25 17:17:49,0,AC00062,Debit,Charlotte,D000697,32.13.122.242,M037,ATM,79,Retired,115,1,4894.25,2024-11-04 08:09:09,0,2023-07-07 17:58:29,1552760.0,1,0,0,0,0,0,0,0
TX000164,74.86,2023-08-14 17:43:17,0,AC00062,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,2024-11-04 08:07:39,0,2023-07-25 17:17:49,1729528.0,1,0,0,0,0,0,0,0
TX002352,12.35,2023-02-06 18:39:50,0,AC00063,Debit,Fresno,D000213,144.228.168.6,M092,Branch,25,Student,22,1,1846.85,2024-11-04 08:11:12,0,,-1.0,1,0,0,0,0,0,0,0
TX001872,558.86,2023-03-15 17:27:37,1,AC00063,Debit,Austin,D000072,156.173.170.140,M040,ATM,60,Doctor,95,1,9844.32,2024-11-04 08:11:19,0,2023-02-06 18:39:50,3192467.0,1,0,0,0,0,0,0,1
TX000363,873.65,2023-03-23 16:38:40,1,AC00063,Credit,Oklahoma City,D000414,214.247.164.80,M050,Online,37,Doctor,59,1,12139.83,2024-11-04 08:09:57,0,2023-03-15 17:27:37,688263.0,1,0,0,0,0,0,0,1
TX000893,523.02,2023-05-19 18:32:45,0,AC00063,Debit,Jacksonville,D000689,124.180.225.109,M010,Online,53,Retired,83,1,4586.11,2024-11-04 08:06:38,0,2023-03-23 16:38:40,4931645.0,1,0,0,0,0,0,0,0
TX002392,4.39,2023-06-12 16:03:42,0,AC00063,Debit,Philadelphia,D000441,188.225.207.71,M084,ATM,26,Student,63,1,1429.61,2024-11-04 08:11:48,0,2023-05-19 18:32:45,2064657.0,1,0,0,0,0,0,0,0
TX001622,37.4,2023-08-01 17:54:56,0,AC00063,Debit,Raleigh,D000348,195.226.203.234,M012,ATM,20,Student,84,1,1519.51,2024-11-04 08:12:08,0,2023-06-12 16:03:42,4326674.0,1,0,0,0,0,0,0,0
TX001126,592.82,2023-09-14 17:25:49,0,AC00063,Debit,Memphis,D000450,193.108.17.115,M076,Online,74,Retired,248,1,7508.98,2024-11-04 08:12:14,0,2023-08-01 17:54:56,3799853.0,1,0,0,0,0,0,0,0
TX001378,116.88,2023-10-04 17:10:02,0,AC00063,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,2024-11-04 08:10:02,0,2023-09-14 17:25:49,1727053.0,1,0,0,0,0,0,0,0
TX001664,27.94,2023-11-03 18:44:38,0,AC00063,Debit,Atlanta,D000003,141.201.46.191,M093,Branch,79,Retired,120,1,1893.44,2024-11-04 08:08:30,0,2023-10-04 17:10:02,2597676.0,1,0,0,0,0,0,0,0
TX000467,445.41,2023-11-20 16:27:31,0,AC00063,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2024-11-04 08:08:08,1,2023-11-03 18:44:38,1460573.0,1,0,0,0,0,0,0,1
TX002165,182.42,2023-03-22 16:59:56,0,AC00064,Debit,Kansas City,D000515,3.77.114.6,M080,Branch,51,Retired,137,1,3051.29,2024-11-04 08:10:41,0,,-1.0,1,0,0,0,0,0,0,0
TX002338,606.27,2023-06-22 17:05:42,0,AC00064,Debit,Louisville,D000326,12.71.148.184,M018,Branch,29,Doctor,42,1,9668.78,2024-11-04 08:09:33,0,2023-03-22 16:59:56,7949146.0,1,0,0,0,0,0,0,0
TX002135,50.43,2023-07-10 16:06:28,0,AC00064,Debit,San Jose,D000043,161.195.172.148,M057,Branch,32,Doctor,51,1,9794.26,2024-11-04 08:09:10,0,2023-06-22 17:05:42,1551646.0,1,0,0,0,0,0,0,0
TX001937,571.93,2023-09-20 17:44:37,0,AC00064,Debit,Washington,D000230,113.137.153.101,M048,Online,52,Retired,119,1,4026.03,2024-11-04 08:06:42,0,2023-07-10 16:06:28,6226689.0,1,0,0,0,0,0,0,0
TX002011,198.01,2023-04-24 17:46:41,0,AC00065,Credit,Austin,D000145,83.80.89.29,M005,Branch,26,Student,40,1,250.93,2024-11-04 08:10:09,0,,-1.0,1,0,0,0,0,0,0,0
TX001924,122.98,2023-07-24 16:15:58,0,AC00065,Debit,Jacksonville,D000259,113.134.242.82,M020,Online,79,Retired,228,1,5055.99,2024-11-04 08:09:50,0,2023-04-24 17:46:41,7856957.0,1,0,0,0,0,0,0,0
TX001070,390.09,2023-10-09 16:52:40,0,AC00065,Debit,El Paso,D000589,48.89.167.189,M057,Online,26,Engineer,49,1,2617.23,2024-11-04 08:10:14,0,2023-07-24 16:15:58,6655002.0,1,0,0,0,0,0,0,0
TX000841,186.6,2023-10-25 16:03:16,0,AC00065,Debit,Tucson,D000554,184.185.209.72,M086,Branch,18,Student,139,1,9716.68,2024-11-04 08:10:37,0,2023-10-09 16:52:40,1379436.0,1,0,0,0,0,0,0,0
TX002153,202.49,2023-12-28 16:30:32,0,AC00065,Credit,Virginia Beach,D000171,93.52.44.101,M050,ATM,48,Engineer,69,1,7447.1,2024-11-04 08:08:28,0,2023-10-25 16:03:16,5531236.0,1,0,0,0,0,0,0,0
TX002006,347.25,2023-01-30 18:49:52,0,AC00066,Debit,Indianapolis,D000646,33.28.138.82,M062,ATM,69,Doctor,250,1,7273.55,2024-11-04 08:08:01,0,,-1.0,1,0,0,0,0,0,0,0
TX002107,126.83,2023-02-20 16:40:25,0,AC00066,Debit,Austin,D000593,21.122.39.207,M007,Branch,57,Retired,39,1,6100.98,2024-11-04 08:10:31,0,2023-01-30 18:49:52,1806633.0,1,0,0,0,0,0,0,0
TX000124,331.65,2023-08-25 17:26:07,0,AC00066,Debit,Portland,D000037,26.240.219.199,M006,Online,41,Engineer,61,1,4172.57,2024-11-04 08:11:00,0,2023-02-20 16:40:25,16073142.0,1,0,0,0,0,0,0,0
TX002312,57.34,2023-10-23 16:03:49,0,AC00066,Debit,Atlanta,D000370,18.92.67.57,M089,Online,27,Student,81,1,1100.64,2024-11-04 08:10:22,0,2023-08-25 17:26:07,5092662.0,1,0,0,0,0,0,0,0
TX000519,167.2,2023-01-18 17:53:37,0,AC00067,Debit,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,2024-11-04 08:06:52,0,,-1.0,1,0,0,0,0,0,0,0
TX000726,1309.79,2023-03-06 16:33:43,1,AC00067,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,2024-11-04 08:11:14,0,2023-01-18 17:53:37,4056006.0,1,0,0,0,0,0,0,1
TX002419,456.05,2023-03-17 17:03:03,0,AC00067,Debit,Detroit,D000220,90.111.245.138,M073,Branch,68,Doctor,20,1,11729.51,2024-11-04 08:10:37,0,2023-03-06 16:33:43,952160.0,1,0,0,0,0,0,0,0
TX001037,888.57,2023-06-13 16:24:43,0,AC00067,Debit,San Antonio,D000365,193.217.248.188,M092,Online,62,Retired,102,1,7896.14,2024-11-04 08:10:57,0,2023-03-17 17:03:03,7600900.0,1,0,0,0,0,0,0,0
TX000309,20.28,2023-07-19 17:42:38,0,AC00067,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:02,0,2023-06-13 16:24:43,3115075.0,1,0,0,0,0,0,0,0
TX001428,209.99,2023-09-07 17:19:21,0,AC00067,Debit,Denver,D000381,125.89.163.224,M014,ATM,19,Student,40,1,1938.01,2024-11-04 08:11:39,0,2023-07-19 17:42:38,4318603.0,1,0,0,0,0,0,0,0
TX001698,172.5,2023-11-14 16:23:09,0,AC00067,Debit,Columbus,D000635,203.99.96.114,M065,Online,68,Doctor,31,1,6851.16,2024-11-04 08:11:14,0,2023-09-07 17:19:21,5871828.0,1,0,0,0,0,0,0,0
TX000853,259.9,2023-06-22 16:08:43,0,AC00068,Debit,Oklahoma City,D000551,14.200.197.126,M083,Online,26,Student,100,1,914.28,2024-11-04 08:07:29,0,,-1.0,1,0,0,0,0,0,0,0
TX001147,958.9,2023-07-04 16:30:15,0,AC00068,Debit,Memphis,D000183,160.212.125.105,M097,Branch,31,Engineer,135,1,9977.49,2024-11-04 08:06:56,0,2023-06-22 16:08:43,1038092.0,1,0,0,0,0,0,0,0
TX001461,377.97,2023-11-17 16:50:08,0,AC00068,Debit,Miami,D000195,138.87.180.254,M028,Online,72,Retired,160,1,2457.1,2024-11-04 08:11:04,0,2023-07-04 16:30:15,11751593.0,1,0,0,0,0,0,0,0
TX000111,1045.22,2023-11-22 16:13:39,0,AC00068,Debit,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9,2024-11-04 08:07:35,0,2023-11-17 16:50:08,429811.0,1,0,0,0,0,0,0,0
TX002503,603.54,2023-04-21 16:22:38,0,AC00069,Debit,Albuquerque,D000321,112.86.148.212,M029,Online,44,Doctor,26,1,10517.47,2024-11-04 08:08:08,0,,-1.0,1,0,0,0,0,0,0,0
TX000008,171.42,2023-05-08 17:47:59,0,AC00069,Credit,Indianapolis,D000500,92.214.76.157,M020,Branch,67,Retired,291,1,2796.24,2024-11-04 08:10:55,0,2023-04-21 16:22:38,1473921.0,1,0,0,0,0,0,0,0
TX002027,8.81,2023-05-22 16:57:30,0,AC00069,Debit,Dallas,D000462,35.67.21.23,M046,Online,57,Doctor,165,1,13523.65,2024-11-04 08:09:40,0,2023-05-08 17:47:59,1206571.0,1,0,0,0,0,0,0,0
TX001404,279.3,2023-06-22 17:28:02,0,AC00069,Debit,Oklahoma City,D000674,77.21.150.75,M079,ATM,19,Student,48,1,1193.61,2024-11-04 08:07:20,0,2023-05-22 16:57:30,2680232.0,1,0,0,0,0,0,0,0
TX000373,157.37,2023-11-15 16:54:44,0,AC00069,Credit,Dallas,D000001,66.23.166.248,M014,Branch,42,Doctor,289,1,13964.31,2024-11-04 08:10:30,0,2023-06-22 17:28:02,12612402.0,1,0,0,0,0,0,0,0
TX002417,315.13,2023-12-05 16:04:34,0,AC00069,Debit,Omaha,D000171,107.248.120.12,M045,Branch,30,Engineer,143,1,6570.94,2024-11-04 08:07:21,0,2023-11-15 16:54:44,1724990.0,1,0,0,0,0,0,0,0
TX002120,82.01,2023-12-25 17:27:57,0,AC00069,Credit,Sacramento,D000447,210.98.198.143,M097,Branch,23,Student,156,1,287.46,2024-11-04 08:07:14,0,2023-12-05 16:04:34,1733003.0,1,0,0,0,0,0,0,0
TX002481,99.98,2023-03-30 16:52:05,0,AC00070,Credit,Washington,D000269,22.196.202.183,M093,Online,73,Retired,152,1,3037.97,2024-11-04 08:07:59,0,,-1.0,1,0,0,0,0,0,0,0
TX001297,93.22,2023-04-07 17:11:35,0,AC00070,Debit,Charlotte,D000140,70.130.169.235,M030,Online,52,Retired,52,1,1014.63,2024-11-04 08:09:41,0,2023-03-30 16:52:05,692370.0,1,0,0,0,0,0,0,0
TX001932,31.19,2023-04-25 16:23:59,0,AC00070,Debit,Charlotte,D000410,93.160.83.196,M023,ATM,52,Engineer,74,1,5545.96,2024-11-04 08:09:33,0,2023-04-07 17:11:35,1552344.0,1,0,0,0,0,0,0,0
TX000004,184.5,2023-05-05 16:32:11,1,AC00070,Debit,Raleigh,D000187,200.13.225.150,M002,Online,26,Student,25,1,8569.06,2024-11-04 08:09:06,0,2023-04-25 16:23:59,864492.0,1,0,0,0,0,0,0,1
TX001255,142.19,2023-06-15 18:28:50,0,AC00070,Debit,Houston,D000416,85.191.79.161,M005,Branch,18,Student,27,4,524.46,2024-11-04 08:09:44,1,2023-05-05 16:32:11,3549399.0,1,0,0,0,0,0,0,1
TX000219,890.24,2023-07-07 18:03:43,1,AC00070,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33,Engineer,161,1,5140.93,2024-11-04 08:07:32,0,2023-06-15 18:28:50,1899293.0,1,0,0,0,0,0,0,1
TX001004,156.58,2023-09-18 16:03:10,0,AC00070,Debit,Portland,D000079,48.31.196.24,M083,Branch,24,Student,160,1,8981.61,2024-11-04 08:09:39,0,2023-07-07 18:03:43,6299967.0,1,0,0,0,0,0,0,0
TX000443,293.97,2023-11-13 17:34:15,0,AC00070,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85,2024-11-04 08:08:57,0,2023-09-18 16:03:10,4843865.0,1,0,0,0,0,0,0,0
TX002360,717.36,2023-01-02 17:00:33,0,AC00071,Credit,San Diego,D000035,51.196.87.214,M020,Online,22,Student,138,1,514.88,2024-11-04 08:09:39,0,,-1.0,1,0,0,0,0,0,0,0
TX001865,156.74,2023-02-24 18:22:31,0,AC00071,Debit,Oklahoma City,D000626,147.234.20.46,M010,ATM,70,Retired,136,1,4004.35,2024-11-04 08:08:30,0,2023-01-02 17:00:33,4584118.0,1,0,0,0,0,0,0,0
TX001773,78.91,2023-03-01 17:07:06,0,AC00071,Debit,Sacramento,D000619,141.241.241.128,M063,Online,61,Doctor,157,1,1817.43,2024-11-04 08:10:43,0,2023-02-24 18:22:31,427475.0,1,0,0,0,0,0,0,0
TX000658,443.68,2023-04-25 18:58:32,0,AC00071,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2024-11-04 08:10:26,0,2023-03-01 17:07:06,4758686.0,1,0,0,0,0,0,0,0
TX002209,435.08,2023-07-24 16:01:27,0,AC00071,Debit,San Francisco,D000513,109.211.212.135,M038,Online,55,Engineer,78,1,2103.41,2024-11-04 08:11:15,0,2023-04-25 18:58:32,7765375.0,1,0,0,0,0,0,0,0
TX000686,119.3,2023-08-28 16:08:54,0,AC00071,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04 08:08:55,1,2023-07-24 16:01:27,3024447.0,1,0,0,0,0,0,0,1
TX001885,451.31,2023-12-04 16:57:39,0,AC00071,Debit,Fort Worth,D000020,68.254.244.208,M046,ATM,62,Retired,166,5,2963.29,2024-11-04 08:07:38,1,2023-08-28 16:08:54,8470125.0,1,0,0,0,0,0,0,1
TX001248,1647.74,2023-12-25 17:41:30,1,AC00071,Debit,Louisville,D000593,113.137.153.101,M049,ATM,67,Retired,52,1,1483.84,2024-11-04 08:09:29,0,2023-12-04 16:57:39,1817031.0,1,0,0,0,0,0,0,1
TX000448,73.28,2023-03-10 17:33:12,0,AC00072,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,2024-11-04 08:10:57,0,,-1.0,1,0,0,0,0,0,0,0
TX002094,501.3,2023-05-22 18:27:37,0,AC00072,Credit,San Antonio,D000428,197.187.216.106,M020,Online,26,Engineer,146,1,8520.08,2024-11-04 08:08:07,0,2023-03-10 17:33:12,6310465.0,1,0,0,0,0,0,0,0
TX000151,69.4,2023-07-24 18:08:43,0,AC00072,Debit,Virginia Beach,D000413,216.151.64.40,M073,Online,80,Retired,113,1,6452.77,2024-11-04 08:09:04,0,2023-05-22 18:27:37,5442066.0,1,0,0,0,0,0,0,0
TX001444,645.04,2023-12-22 17:08:55,0,AC00072,Debit,Memphis,D000515,10.191.172.154,M014,Branch,70,Retired,78,1,7361.47,2024-11-04 08:07:29,0,2023-07-24 18:08:43,13042812.0,1,0,0,0,0,0,0,0
TX000257,186.6,2023-07-04 16:27:23,0,AC00073,Debit,Washington,D000149,52.1.78.30,M037,Online,58,Doctor,13,1,1508.72,2024-11-04 08:06:24,0,,-1.0,1,0,0,0,0,0,0,0
TX001881,257.18,2023-07-10 17:00:03,0,AC00073,Debit,Los Angeles,D000479,81.67.222.238,M010,Online,67,Doctor,28,1,13336.15,2024-11-04 08:10:15,0,2023-07-04 16:27:23,520360.0,1,0,0,0,0,0,0,0
TX002402,953.17,2023-10-12 17:39:08,0,AC00073,Debit,Raleigh,D000114,115.96.94.156,M024,Online,60,Retired,84,1,3506.11,2024-11-04 08:08:48,0,2023-07-10 17:00:03,8123945.0,1,0,0,0,0,0,0,0
TX001867,31.06,2023-11-20 16:59:13,0,AC00073,Debit,Kansas City,D000308,41.0.10.107,M072,ATM,46,Doctor,61,1,11014.25,2024-11-04 08:07:24,0,2023-10-12 17:39:08,3367205.0,1,0,0,0,0,0,0,0
TX001249,406.81,2023-12-05 16:32:49,0,AC00073,Debit,New York,D000073,207.157.126.125,M016,Online,66,Retired,84,1,1968.36,2024-11-04 08:08:46,0,2023-11-20 16:59:13,1294416.0,1,0,0,0,0,0,0,0
TX000782,101.42,2023-04-25 17:00:15,0,AC00074,Debit,Atlanta,D000195,112.56.160.202,M036,Online,66,Retired,146,1,6530.59,2024-11-04 08:12:22,0,,-1.0,1,0,0,0,0,0,0,0
TX001377,278.23,2023-05-04 17:49:33,0,AC00074,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,2024-11-04 08:09:46,0,2023-04-25 17:00:15,780558.0,1,0,0,0,0,0,0,0
TX000463,17.45,2023-09-13 16:41:19,0,AC00074,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,0,2023-05-04 17:49:33,11400706.0,1,0,0,0,0,0,0,0
TX000494,223.43,2023-02-08 17:59:42,0,AC00075,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,0,,-1.0,1,0,0,0,0,0,0,0
TX001415,73.23,2023-06-23 16:41:27,0,AC00075,Debit,San Francisco,D000128,66.226.179.193,M090,Branch,20,Student,172,1,1309.85,2024-11-04 08:12:22,0,2023-02-08 17:59:42,11659305.0,1,0,0,0,0,0,0,0
TX002386,64.12,2023-08-10 17:12:55,0,AC00075,Credit,Indianapolis,D000013,218.238.171.184,M097,Branch,57,Doctor,222,1,1029.09,2024-11-04 08:09:39,0,2023-06-23 16:41:27,4149088.0,1,0,0,0,0,0,0,0
TX000103,83.24,2023-10-16 18:35:11,0,AC00075,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04 08:10:52,0,2023-08-10 17:12:55,5793736.0,1,0,0,0,0,0,0,0
TX001009,647.85,2023-12-04 16:31:42,0,AC00075,Debit,Omaha,D000574,97.106.5.76,M034,Branch,36,Doctor,121,1,13779.97,2024-11-04 08:09:34,0,2023-10-16 18:35:11,4226191.0,1,0,0,0,0,0,0,0
TX000241,177.08,2023-01-06 17:16:44,0,AC00076,Debit,Las Vegas,D000450,176.96.83.253,M014,Online,35,Doctor,85,1,13475.14,2024-11-04 08:12:21,0,,-1.0,1,0,0,0,0,0,0,0
TX000909,366.43,2023-01-30 16:38:59,1,AC00076,Credit,Portland,D000069,40.244.94.218,M080,Online,21,Student,92,1,1560.45,2024-11-04 08:09:38,0,2023-01-06 17:16:44,2071335.0,1,0,0,0,0,0,0,1
TX002351,61.66,2023-02-10 16:34:00,0,AC00076,Debit,Sacramento,D000125,112.222.0.29,M085,ATM,26,Student,86,1,5705.4,2024-11-04 08:06:48,0,2023-01-30 16:38:59,950101.0,1,0,0,0,0,0,0,0
